,MentalHealth,DevType,OrgSize,Country,RemoteWork,YearlySalary
40706,I have an anxiety disorder,Designer,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",140000.0
40718,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",United States of America,Full in-person,83500.0
40718,I have an anxiety disorder,"Developer, back-end","10,000 or more employees",United States of America,Full in-person,83500.0
40719,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,135000.0
40736,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,France,Fully remote,44000.0
40758,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",176000.0
40758,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",176000.0
40758,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Engineering manager,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",176000.0
40763,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, embedded applications or devices","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",250000.0
40763,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Security professional,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",250000.0
40781,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",124000.0
40781,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Designer,20 to 99 employees,United States of America,"Hybrid (some remote, some in-person)",124000.0
40783,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",20 to 99 employees,United States of America,Fully remote,155000.0
40783,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,20 to 99 employees,United States of America,Fully remote,155000.0
40811,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Other (please specify):,"10,000 or more employees",United States of America,Fully remote,160000.0
40812,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability",100 to 499 employees,Canada,Fully remote,172000.0
40812,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,Canada,Fully remote,172000.0
40812,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,100 to 499 employees,Canada,Fully remote,172000.0
40812,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,100 to 499 employees,Canada,Fully remote,172000.0
40812,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",System administrator,100 to 499 employees,Canada,Fully remote,172000.0
40812,I have an anxiety disorder,"Engineer, site reliability",100 to 499 employees,Canada,Fully remote,172000.0
40812,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,Canada,Fully remote,172000.0
40812,I have an anxiety disorder,DevOps specialist,100 to 499 employees,Canada,Fully remote,172000.0
40812,I have an anxiety disorder,Cloud infrastructure engineer,100 to 499 employees,Canada,Fully remote,172000.0
40812,I have an anxiety disorder,System administrator,100 to 499 employees,Canada,Fully remote,172000.0
40819,I have an anxiety disorder,"Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",103000.0
40834,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",500 to 999 employees,United States of America,Fully remote,175000.0
40834,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,500 to 999 employees,United States of America,Fully remote,175000.0
40834,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,500 to 999 employees,United States of America,Fully remote,175000.0
40834,I have an anxiety disorder,"Developer, back-end",500 to 999 employees,United States of America,Fully remote,175000.0
40834,I have an anxiety disorder,DevOps specialist,500 to 999 employees,United States of America,Fully remote,175000.0
40834,I have an anxiety disorder,Cloud infrastructure engineer,500 to 999 employees,United States of America,Fully remote,175000.0
40841,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end",100 to 499 employees,United States of America,Fully remote,116000.0
40841,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack",100 to 499 employees,United States of America,Fully remote,116000.0
40841,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end",100 to 499 employees,United States of America,Fully remote,116000.0
40841,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, desktop or enterprise applications",100 to 499 employees,United States of America,Fully remote,116000.0
40841,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, mobile",100 to 499 employees,United States of America,Fully remote,116000.0
40841,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Product manager,100 to 499 employees,United States of America,Fully remote,116000.0
40841,I have an anxiety disorder,"Developer, front-end",100 to 499 employees,United States of America,Fully remote,116000.0
40841,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,116000.0
40841,I have an anxiety disorder,"Developer, back-end",100 to 499 employees,United States of America,Fully remote,116000.0
40841,I have an anxiety disorder,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,Fully remote,116000.0
40841,I have an anxiety disorder,"Developer, mobile",100 to 499 employees,United States of America,Fully remote,116000.0
40841,I have an anxiety disorder,Product manager,100 to 499 employees,United States of America,Fully remote,116000.0
40864,I have an anxiety disorder,"Engineer, data",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",200000.0
40864,I have an anxiety disorder,"Developer, back-end",500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",200000.0
40864,I have an anxiety disorder,Database administrator,500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",200000.0
40864,I have an anxiety disorder,Cloud infrastructure engineer,500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",200000.0
40864,I have an anxiety disorder,System administrator,500 to 999 employees,United States of America,"Hybrid (some remote, some in-person)",200000.0
40872,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, front-end","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",140000.0
40872,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",140000.0
40872,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",140000.0
40872,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",DevOps specialist,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",140000.0
40872,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",140000.0
40922,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, full-stack","10,000 or more employees",United States of America,Fully remote,112000.0
40938,I have an anxiety disorder,"Developer, front-end","10,000 or more employees",United States of America,Fully remote,105000.0
40950,I have an anxiety disorder,"Developer, back-end","1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",135000.0
40964,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Data scientist or machine learning specialist,"1,000 to 4,999 employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
40968,I have an anxiety disorder,"Developer, front-end",10 to 19 employees,United States of America,Fully remote,87000.0
40968,I have an anxiety disorder,Project manager,10 to 19 employees,United States of America,Fully remote,87000.0
40974,I have an anxiety disorder,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",102000.0
40974,I have an anxiety disorder,Database administrator,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",102000.0
40974,I have an anxiety disorder,Data or business analyst,100 to 499 employees,United States of America,"Hybrid (some remote, some in-person)",102000.0
40981,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Engineer, site reliability","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
40981,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
40981,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Cloud infrastructure engineer,"10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",200000.0
40986,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)","Developer, back-end","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",5000.0
40986,I have an anxiety disorder,"Developer, back-end","10,000 or more employees",United States of America,"Hybrid (some remote, some in-person)",5000.0
40987,I have an anxiety disorder,"Developer, full-stack",100 to 499 employees,United States of America,Fully remote,91000.0
